id;categorie;actualisation;ouvert;nom;type_de_commerce;adresse;cp;ville;tel;tel_portable;mail;ouverture;localisation
101706.0;Plats à emporter;28-avr.;oui;Les Plaisirs Gourmands;Restauration;44 avenue Pierre Lanfrey;73000.0;Chambéry;04 79 44 21 20;;les-plaisirs-gourmands@orange.fr;A emporter à partir du 5 mai, commandes la veille avant 18h00 et le vendredi pour la formule weekend;45.569504,5.915246
101393.0;Divers;3-avr.;Oui;Phone access store;Réparation informatique;456 faubourg Montmélian;73000.0;Chambéry;04 57 12 94 37;;;Du mardi au samedi de 10h00 à 13h00 et de 15h00 à 18h30;45.566217,5.931794
101895.0;Divers;23-avr.;oui;Phone express;Centre de réparation smartphones;17 boulevard de la Colonne;73000.0;Chambéry;09 50 96 32 99;;chambery@destock-mobile.fr;Du mardi au samedi de 10h00 à 19h00;45.567579,5.921448
101693.0;Divers;21-avr.;oui;SAVE (Point Service Mobiles);Réparation informatique et téléphonique;204 avenue du Comte Vert;73000.0;Chambéry;04 79 96 43 52;06 20 32 19 13;chambery@allopsm.fr;Du lundi au samedi de 10h00 à 13h00 et possibilité de prendre RDV en après-midi;45.571088,5.913624
102047.0;Divers;2020-03-31 00:00:00;Oui;Le Bazar du Coin;Droguerie;59 avenue du Comte Vert;73000.0;Chambéry;09 52 29 83 87;;;Du lundi au samedi de 9h30 à 20h00;45.570296,5.915045
102267.0;Divers;28-avr.;oui;Les secrets d'Aloyse;Produits cosmétiques;72 rue Vieille Monnaie;73000.0;Chambéry;04 79 60 44 37;;christine@secrets-aloyse.fr;A emporter et en livraison, du lundi au samedi de 10h00 à 12h00 et de 14h00 à 18h00;45.56661,5.922463
100647.0;Divers;2020-04-28 00:00:00;oui;Le Bois d'Amarante;Librairie;37 rue Jean-Pierre Veyrat;73000.0;Chambéry;04 79 33 06 84;06 82 57 88 97;librairieleboisdamarante@orange.fr;A emporter du mardi au samedi de 9h00 à 11h30;45.566106,5.9177
100520.0;Divers;2020-04-28 00:00:00;oui;Lav'net;Blanchisserie;33 rue Jean-Pierre Veyrat;73000.0;Chambéry;04 79 69 22 87;;;Du lundi au samedi de 9h00 à 12h00;45.566336,5.917854
100721.0;Divers;2020-04-28 00:00:00;oui;Pit'choun;Chaussures;3 rue de la Trésorerie;73000.0;Chambéry;04 79 69 25 36;;sandrine.zatta@hotmail.fr;A emporter et en livraison, à la demande;45.565558,5.917767
100328.0;Pharmacie;27 mars 11h00;Oui;Pharmacie des Halles;Pharmacie;8 place de Genève;73000.0;Chambéry;04 79 33 78 12;;;Du lundi au samedi de 8h30 à 12h30 et de 14h00 à 18h30;45.567205,5.919043
102262.0;Pharmacie;8-avr.;oui;Pharmacie du Buisson Rond;Pharmacie;694 faubourg Montmélian;73000.0;Chambéry;04 79 70 53 23;;;Du lundi au samedi de 8h30 à 12h30 et de 14h à 18h;45.566424,5.934787
100291.0;Pharmacie;27 mars 11h00;Oui;Pharmacie SNC Dufour Marcou;Pharmacie;36 rue Sommeiller;73000.0;Chambéry;04 79 33 68 16;;;Du lundi  au vendredi de 8h00 à 19h00. Le samedi de 8h00 à 16h00;45.569327,5.92111
101189.0;Pharmacie;27 mars 11h00;Oui;Pharmacie Tercinet;Pharmacie;1 rue de Maistre;73000.0;Chambéry;04 79 33 75 24;;;Du lundi au samedi de 8h00 à 19h00;45.566996,5.919658
102257.0;Pharmacie;27 mars 11h00;Oui;Pharmacie Truchet;Pharmacie;2 place d’Italie;73000.0;Chambéry;04 79 33 19 26;;;Du lundi au vendredi de 7h45 à 12h00 et de 13h45 à 19h00. Le samedi de 8h00 à 12h15;45.565852,5.925734
102266.0;Pharmacie;2020-04-21 00:00:00;Oui;Pharmacie La Galoppaz;Pharmacie;556 avenue de Turin;73000.0;Chambéry;04 79 96 12 24;;;Du lundi au vendredi de 8h45 à 12h30 et de 13h45 à 19h. Le samedi de 8h45 à 12h30 et de 13h45 à 18h30;45.569718,5.937321
101310.0;Tabac;2020-04-02 00:00:00;Oui;Yes store;cigarettes électroniques;17 place Saint-Léger;73000.0;Chambéry;04 79 69 17 78;;;Du mardi au samedi de 10h00 à 12h30 et de 14h30 à 18h00;45.564071,5.921727
100404.0;Tabac;27 mars 11h00;Oui;Le Tabac Jaune;Tabac / Presse;97 rue Croix d’Or;73000.0;Chambéry;04 79 44 85 35;;;Tous les jours de 7h00 à 20h00;45.564174,5.923023
101309.0;Tabac;14-avr.;oui;Les Arbousiers;Tabac / Presse;147 avenue de la Motte Servolex;73000.0;Chambéry;04 79 62 27 82;;;Du lundi au vendredi de 7h00 à 13h00 et de 16h00 à 19h00, le samedi de 8h00 à 13h00 et de 16h00 à 19h00 et le dimanche de 8h00 à 12h00;45.578952,5.894009
102260.0;Tabac;27 mars 11h00;Oui;Tabac Journaux;Tabac / Presse;16 rue Denfert Rochereau;73000.0;Chambéry;04 79 33 16 53;;;Tous les jours de 7h00 à 22h00;45.564854,5.924518
100562.0;Tabac;27 mars 11h00;Oui;Tabac le Brazza;Tabac / Presse;135 rue Sommeiller;73000.0;Chambéry;04 79 69 34 24;;;Du lundi au vendredi de 6h30 à 19h30. Le samedi et dimanche de 7h30 à 12h30;45.569674,5.920372
100292.0;Tabac;27 mars 11h00;Oui;Tabac Notre-Dame;Tabac / Presse;1 rue Saint-Antoine;73000.0;Chambéry;04 79 85 26 38;;;Du lundi au samedi 7h00 à 12h30 et 14h30 à 17h45;45.567452,5.920183
100671.0;Tabac;27 mars 11h00;Oui;Tabac-presse;Tabac / Presse;22 square Maréchal Franchet d'Esperey;73000.0;Chambéry;04 79 70 37 88;;;Tous les jours de 8h00 à 12h00 et de 15h00 à 19h00;45.559876,5.905441
101118.0;Tabac;2020-04-21 00:00:00;Oui;Le Tandem;Tabac / Presse/ Relais Poste;536 avenue de Turin;73000.0;Chambéry;06 48 29 39 07;;;Du lundi au vendredi de 8h à 12h et de 14h à 18h. Le samedi de 8h à 12h;45.569718,5.937321
101165.0;Banque;1er avril;Oui;Banque populaire;Banque;159 allée Albert Sylvestre;73000.0;Chambéry;04 73 73 73 93;;;Uniquement sur RDV;45.5825,5.909637
100456.0;Garage;2020-04-16 00:00:00;oui;Car'go;Garage;415 quai des Allobroges;73000.0;Chambéry;04 79 96 15 15;;;Uniquement sur demande;45.573877,5.91511
100479.0;Garage;2020-04-16 00:00:00;oui;Carglass;Garage;1388 avenue de Lyon;73000.0;Chambéry;09 77 40 19 27;;;Uniquement sur demande;45.563299,5.902228
100478.0;Garage;2020-04-16 00:00:00;oui;Carglass;Garage;355 avenue du Grand Verger;73000.0;Chambéry;09 77 40 19 27;;;Uniquement sur demande;45.581117,5.908774
100548.0;Garage;2020-04-16 00:00:00;oui;Le Tunel de Savoie;Lavage automatique;22 rue Charles Pravaz;73000.0;Chambéry;04 79 69 62 91;;;Fonctionne en automatique;45.575663,5.909844
100269.0;Garage;2020-04-21 00:00:00;oui;Automobile Club Dekra Contrôle;Contrôle technique automobile;15 rue François Guise;73000.0;Chambéry;04 79 62 55 55;;;Du lundi au vendredi de 8h00 à 12h00 et de 14h00 à 18h00;45.578243,5.909182
100346.0;Garage;2020-04-21 00:00:00;oui;Auto Passion;Garage;30 rue Emile Romanet;73000.0;Chambéry;04 79 69 56 93;;;Du lundi au vendredi de 8h00 à 12h00 et de 14h00 à 18h00;45.584545,5.892366
100396.0;Garage;2020-04-21 00:00:00;oui;Donaz Urban Way;Garage;49 rue du Bon Pasteur;73000.0;Chambéry;04 79 69 40 53;06 60 70 79 50;;Du mardi au vendredi de 10h00 à 13h00 et de 14h00 à 17h00;45.569873,5.914908
100634.0;Garage;2020-04-21 00:00:00;oui;Garage Humbert-Besson;Garage;1255 avenue de la Boisse;73000.0;Chambéry;04 79 62 20 49;06 96 83 96 88;;Uniquement sur rendez-vous;45.580966,5.911659
101216.0;Garage;2020-04-28 00:00:00;oui;C.T Automobiles;Garage;37 rue Molière;73000.0;Chambéry;04 79 62 08 08;;;Du lundi au vendredi de 9h00 à 12h00 et de 14h00 à 17h00;45.571527,5.916143
101239.0;Garage;2020-04-28 00:00:00;oui;Avia Point S;Garage;780 avenue de la Houille Blanche;73000.0;Chambéry;04 79 70 46 10;;;Du lundi au vendredi de 9h00 à 12h00 et de 14h00 à 19h00;45.583642,5.893942
101713.0;Garage;2020-04-28 00:00:00;oui;Allo Autos;Garage;334 rue Nicolas Parent;73000.0;Chambéry;;06 51 31 35 21;;Du lundi au samedi de 8h00 à 19h00;45.572926,5.914411
;Alimentaire;2020-03-27 00:00:00;Oui;Boucherie Casula;Boucherie;43 avenue Louis Domenget;73190.0;Challes-les-Eaux;04 79 71 96 92;;;Du mardi au dimanche de 8h à 13h;45.548532,5.985746
100943.0;Alimentaire;26 mars 10h00;Oui;Boucherie Ayet Bissy Chambéry;Boucherie;56 rue des Bissières;73000.0;Chambéry;04 79 96 09 15;;;Du mardi au jeudi de 6h30 à 12h30, Vendredi et samedi de 6h30 à 12h30 et de 15h à 19h;45.580637,5.892086
100355.0;Alimentaire;3-avr.;Oui;Boulangerie Dupraz;Boulangerie;117 faubourg Montmélian;73000.0;Chambéry;04 79 33 31 56;;;Tous les jours de 7h00 à 19h30;45.566281,5.927456
100171.0;Alimentaire;3-avr.;Oui;La Garattine;Boulangerie;573-585 faubourg Montmélian;73000.0;Chambéry;04 79 33 30 78;;;De 7h00 à 19h00 sauf le jeudi et le dimanche de 7h00 à 13h00;45.566214,5.933393
100130.0;Alimentaire;3-avr.;Oui;La bonne fournéee;Boulangerie;661 faubourg Montmélian;73000.0;Chambéry;04 79 33 10 98;;;Du mardi au vendredi de 10h00 à 12h30 et de 15h00 à 18h00, le lundi de 15h00 à 18h00 et le samedi de 10h00 à 12h30;45.566395,5.934304
100465.0;Alimentaire;26 mars 10h00;Oui;Aux Délices du faubourg;Boulangerie;560 faubourg Montmélian;73000.0;Chambéry;04 79 70 09 54;;;Du lundi au samedi de 6h30 à 13h30;45.566138,5.933119
100410.0;Alimentaire;26 mars 10h00;Oui;Boulangerie du Stade;Boulangerie;40 boulevard Gambetta;73000.0;Chambéry;09 81 97 39 59;;;Tous les jours de 6h30 à 19h30;45.57256,5.910778
101847.0;Alimentaire;;Oui;Hexagone;Boulangerie;5 rue Bonivard;73000.0;Chambéry;04 79 79 05 87;;;Tous les jours de 7h30 à 19h;45.566283,5.919362
100833.0;Alimentaire;;Oui;La Bellequoise;Boulangerie;13 place de l'Hôtel de ville;73000.0;Chambéry;04 79 33 29 91;;;Du lundi au samedi de 7h à 18h;45.566538,5.920259
102243.0;Alimentaire;;Oui;L'Arche à Pain - Comte Vert;Boulangerie;75 avenue du Comte Vert;73000.0;Chambéry;04 79 62 04 54;;;Du lundi au samedi de 7h à 17h. Le samedi de 7h à 13h.;45.57037,5.914865
100199.0;Alimentaire;;Oui;L'Arche à Pain - Sommeiller;Boulangerie;20 rue Sommeiller;73000.0;Chambéry;04 79 85 26 37;;;Du lundi au vendredi de 6h30 à 18h. Le samedi de 6h30 à 13h;45.568815,5.921237
100756.0;Alimentaire;26 mars 10h00;Oui;Le Fournil de Mérande;Boulangerie;10 avenue de Mérande;73000.0;Chambéry;04 79 33 37 64;;;Tous les jours de 5h à 16h;45.570674,5.926172
;Alimentaire;2020-03-27 00:00:00;Oui;Le Fournil de Valmar;Boulangerie;Rue de la Concorde;73490.0;La Ravoire;04 79 70 98 14;;;Du lundi au vendredi de 6h à 16h. Le samedi et dimanche de 6h à 14h;45.557199,5.962764
;Alimentaire;2020-03-27 00:00:00;Oui;La Fleurette;Boulangerie;351 avenue Costa de Beauregard;73290.0;La-Motte-Servolex;04 79 25 12 00;;;Du lundi au dimanche de 6h à 19h. Jusqu'à 20h selon affluence;45.594007,5.879143
;Alimentaire;2020-03-27 00:00:00;Oui;Le Fournil de Baptiste;Boulangerie;79 rue des Allobroges;73290.0;La-Motte-Servolex;04 79 25 40 37;;;Du mardi au samedi de 7h à 14h. Le dimanche de 7h à 13h;45.596614,5.877298
;Alimentaire;2020-03-27 00:00:00;Oui;Le Fournil du Nivolet;Boulangerie;4 avenue de Chambéry;73230.0;Saint-Alban-Leysse;04 79 25 18 63;;;Tous les jours de 7h30 à 19h;45.573289,5.949696
102244.0;Alimentaire;30 mars 10h00;Oui;Marie Blachère;Boulangerie;831 avenue des Landiers;73000.0;Chambéry;04 79 85 39 71;;;Du lundi au samedi 7h30 à 17h00;45.591216,5.903151
;Alimentaire;2020-03-27 00:00:00;Oui;Marie Blachères;Boulangerie;32 montée de la Boisserette;73190.0;Saint-Jeoire-Prieuré;04 79 36 14 87;;;Du lundi au samedi de 7h30 à 17h;45.539768,5.990736
100645.0;Alimentaire;14-avr.;oui;La Talemelerie - Sénat;Boulangerie;16 rue du Sénat de Savoie;73000.0;Chambéry;04 79 65 29 81;;;Du lundi au samedi de 7h00 à 18h00;45.566096,5.919676
100060.0;Alimentaire;27 mars 11h00;Oui;Les 400 Crus;Cave;11 Place de l'Hôtel de ville;73000.0;Chambéry;04 79 85 61 65;;;;45.566396,5.920059
100901.0;Alimentaire;7-avr.;oui;Plaisirs du Vin;Cave;207-209 Avenue du Grand Verger;73000.0;Chambéry;04 79 33 61 31;;;DRIVE tous les mercredis et vendredis de 16h à 19h.;45.579659,5.908825
101480.0;Alimentaire;30-avr.;oui;Le Beer O'Clock;Bar;44 place Saint-Léger;73000.0;Chambéry;09 52 60 82 15;;;Vente à emporter les mardis et vendredis de 16h00 à 20h00;45.564318,5.921573
102043.0;Alimentaire;27 mars 11h00;Oui;Chez Diane au marché exotique;Epicerie;111 avenue d'Annecy;73000.0;Chambéry;04 79 84 77 92;;;Du lundi au samedi de de 9h00 à 19h30 et le dimanche de 13h00 à 17h00;45.589712,5.919761
101227.0;Alimentaire;26 mars 10h00;Oui;Epicerie italienne;Epicerie;67 rue d'Italie;73000.0;Chambéry;04 79 65 74 35;;;Du mardi au samedi de 8h30 à 12h30 et de 15h à 18h30;45.56551,5.925115
100963.0;Alimentaire;30 mars 10h00;Oui;A Casa de Portugal;Epicerie;2610 avenue des Landiers;73000.0;Chambéry;04 79 62 64 10;;;Du lundi au samedi 9h30 12h30 et de 14h30 à 18h00;45.604311,5.89241
102248.0;Alimentaire;26 mars 10h00;Oui;Beaufort des Montagnes;Fromagerie;2 rue Juiverie;73000.0;Chambéry;09 67 22 08 03;06 28 23 72 17;;Du mardi au vendredi de 9h à 12h30. Le samedi de 9h à 12h30 et de 14h à 18h;45.565884,5.919756
100637.0;Alimentaire;;Oui;Fromagerie de Chambéry;Fromagerie;926 avenue de la Houille Blanche;73000.0;Chambéry;04 79 26 44 50;;;Du lundi au samedi de 9h à 19h;45.585972,5.894335
102249.0;Alimentaire;2020-03-30 00:00:00;Oui;Marché - Les Halles;Marché;Place de Genève;73000.0;Chambéry;;;;Du mardi au jeudi, de 6h à 13h30. Le vendredi et samedi, de 6h à 15h.;45.566593,5.919601
100178.0;Alimentaire;2020-03-31 00:00:00;Oui;Confiserie Mazet;Pâtisserie / Chocolaterie / Glacier;2 place Porte Reine;73000.0;Chambéry;04 79 33 07 35;;;Du mardi au jeudi de 9h à 12h30. Le vendredi et le samedi de 9h à 12h30 et de 14h à 17h. Dimanche 12 avril, de 9h à 12h;45.564025,5.920416
100961.0;Alimentaire;2020-03-31 00:00:00;Oui;La Sibérienne;Pâtisserie / Chocolaterie / Glacier;9 rue Doppet;73000.0;Chambéry;04 79 44 87 28;;;Livraison à domicile https://www.facebook.com/770115906349367/posts/3296238500403749/;45.567785,5.919568
102250.0;Alimentaire;2020-03-29 00:00:00;Oui;Bio c Bon;Produits Bio / Produits locaux;60 Place Saint-Léger;73000.0;Chambéry;04 28 69 00 81;;;Du lundi au samedi de 10h à 14h et de 15h à 18h. Le dimanche, de 10h à 13h;45.564483,5.92138
100514.0;Alimentaire;26 mars 17h00;Oui;Biocoop Casabio Chambéry;Produits Bio / Produits locaux;26 quai de la Rize;73000.0;Chambéry;04 79 60 72 50;;;"Du lundi au samedi
de 10h à 17h";45.567534,5.933315
100960.0;Alimentaire;26 mars 17h00;Oui;Biocoop Faubourg Maché;Produits Bio / Produits locaux;106 faubourg Mâché;73000.0;Chambéry;04 79 26 68 68;;;Du lundi au samedi de 10h à 17h;45.565502,5.915295
;Alimentaire;2020-03-27 00:00:00;Oui;Au Marché Savoyard;Supermarché;616 avenue de Chambéry;73000.0;Saint-Alban-Leysse;04 79 60 54 54;;;Du lundi au samedi de 8h30 à 18h00;45.581917,5.946485
102020.0;Alimentaire;2020-03-31 00:00:00;Oui;Spar;Supermarché;428 avenue du Comte Vert;73000.0;Chambéry;04 79 71 45 43;;;Du lundi au samedi de 8h00 à 12h30 et de 14h30 à 19h30;45.570257,5.915722
101743.0;Alimentaire;3-avr.;Oui;Carrefour City;Supermarché;476 faubourg Montmélian;73000.0;Chambéry;04 79 60 02 09;;;Du lundi au samedi de 8h00 à 20h00. Le dimanche de 8h00 à 13h00;45.566207,5.932082
101418.0;Alimentaire;2020-03-29 00:00:00;Oui;Carrefour City;Supermarché;307 avenue du Comte Vert;73000.0;Chambéry;04 79 96 21 35;;;Du lundi au samedi de 7h00 à 20h00. Le dimanche de 8h00 à 13h00;45.571393,5.91227
;Alimentaire;2020-03-27 00:00:00;Oui;La Ravoire paysanne;Supermarché;31 rue Léon Costa;73490.0;La Ravoire;09 67 07 44 99;;;Du mercredi au samedi de 9h à 12h30 et de 15h à 18h;45.562366,5.96165
102264.0;Alimentaire;7-avr.;oui;Promocash;Supermarché - Destiné aux pros de la restauration;ZI des Landiers Nord, 310 Rue des Epinettes;73000.0;Chambéry;04 79 68 61 20;;;Du lundi au vendredi, de 07h à12h;45.606664,5.89399
101492.0;Alimentaire;;Oui;La Brulerie du Sénat;Thé Café;10 rue du Sénat de Savoie;73000.0;Chambéry;04 79 33 01 06;;;Les mercredis et samedis matins de 9:00 à 12:00. Commande possible le restant de la semaine avec rdv à la boutique.;45.566111,5.919701
100793.0;Plats à emporter;8-avr.;oui;O'Lyon;Restauration;43 rue Croix d'Or;73000.0;Chambéry;04 79 44 22 07;;;Uniquement à emporter (livraison possible par Deliveroo) : du lundi au samedi de 11h00 à 14h15 et de 18h30 à 22h00 et le dimanche de 16h30 à 22h00;45.56465,5.923669
102227.0;Plats à emporter;8-avr.;oui;Little Italy Pizza;Restauration;62 rue du Larith;73000.0;Chambéry;04 79 84 36 91;;;A emporter et en livraison, tous les jours de 18h00 à 23h00;45.564525,5.924789
101009.0;Plats à emporter;3-avr.;Oui;Snack du Lycée;Restauration;585 faubourg Montmélian;73000.0;Chambéry;04 79 85 54 75;;;Uniquement à emporter : tous les jours de 11h30 à 14h00 et de 18h00 à 22h30;45.566214,5.933393
101328.0;Plats à emporter;1er avril;Oui;Le Comptoir;Restauration;303 rue de la République;73000.0;Chambéry;04 56 11 29 39;;;Sur commande uniquement, livraisons Uber Eats;45.564035,5.926342
101629.0;Plats à emporter;28-avr.;oui;Le Bistrot;Restauration;6 rue du Théâtre;73000.0;Chambéry;09 82 32 10 78;;contact@restaurant-lebistrot.com;A emporter et en livraison, vendredi de 15h00 à 19h00 et samedi de 9h00 à 13h00;45.565472,5.924149
101753.0;Divers;7-avr.;oui;Idéal Elec;Dépannage électrique;40 bis avenue de Mérande;73000.0;Chambéry;06 76 65 48 78;;gestidealelec@gmail.com;Uniquement sur demande;45.572977,5.932392
100494.0;Divers;15-avr.;oui;La Serrurerie;Serrurier;62 place d'Italie;73000.0;Chambéry;04 79 85 95 20;;;Sur demande uniquement;45.566417,5.925965
100693.0;Divers;2020-03-27 00:00:00;Oui;Droguerie Gagnère;Droguerie;61 avenue des Bernardines;73000.0;Chambéry;04 79 69 26 34;;;Du mardi au samedi de 9h à midi et de 15h à 17h;45.565907,5.915305
100871.0;Divers;2020-04-21 00:00:00;Oui;Ordi' Sim;Réparation et vente informatique;2 rue Sainte Barbe;73000.0;Chambéry;04 79 75 74 96;;;Le lundi de 14h à 19h. Du mardi au vendredi de 9h à 12h et de 14h à 19h. Le samedi de 9h à 12h;45.565684,5.917009
101023.0;Horticulture;21-avr.;oui;Côté Naturel;Fleuriste;35 rue Jean Pierre Veyrat;73000.0;Chambéry;04 79 85 19 96;;;A emporter et en livraison;45.566226,5.917776
102261.0;Horticulture;7-avr.;oui;Pépinière Cholat;Horticulture;875 chemin de la Cassine;73000.0;Chambéry;04 79 62 25 33;;;Uniquement sur commande;45.577449,5.923327
100968.0;Horticulture;7-avr.;oui;Le Bocage;Horticulture;340 rue Costa de Beauregard;73000.0;Chambéry;04 79 33 68 60;;;Uniquement sur commande;45.564231,5.930656
100272.0;Pharmacie;27 mars 11h00;Oui;Pharmacie Bochu;Pharmacie;3 place de la libération;73000.0;Chambéry;04 79 33 28 29;;;Du lundi au samedi de 8h15 à 12h30 et de 14h15 à 19h15;45.567831,5.92398
102017.0;Pharmacie;27 mars 11h00;Oui;Pharmacie de Joppet;Pharmacie;151 avenue de Turin;73000.0;Chambéry;04 79 33 05 15;06 18 65 23 89;pharmaciedejoppet@gmail.com;Du lundi au samedi de 8h30 à 12h15 et de 14h à 18h;45.569354,5.931927
100108.0;Pharmacie;2020-03-31 00:00:00;Oui;Pharmacie du Comte Vert;Pharmacie;371 avenue du Comte Vert;73000.0;Chambéry;04 79 69 11 36;;;Du lundi au samedi de 8h30 à 12h15 et de 14h00 à 18h30;45.571681,5.911541
102253.0;Pharmacie;27 mars 11h00;Oui;Pharmacie des Eléphants;Pharmacie;5 boulevard du Théâtre;73000.0;Chambéry;04 79 33 27 82;;;Du lundi au samedi de 8h30 à 13h00 et de 15h00 à 19h30;45.566358,5.92288
101268.0;Pharmacie;27 mars 11h00;Oui;Pharmacie des Portiques;Pharmacie;9 rue de Boigne;73000.0;Chambéry;04 79 33 73 45;;;Du lundi au vendredi de 8h00 à 12h30 et de 14h30 à 18h00. Le samedi de 8h00 à 12h30 et de 14h30 à 16h00;45.565739,5.921545
102254.0;Pharmacie;27 mars 11h00;Oui;Pharmacie du Biollay;Pharmacie;181 rue Jean Mermoz;73000.0;Chambéry;04 79 69 43 73;;;Du lundi au vendredi de 8h30 à 12h00 et de 15h00 à 18h00. Le samedi de 9h00 à 12h30 et de 15h00 à 18h00;45.559499,5.902797
102255.0;Pharmacie;2020-03-31 00:00:00;Oui;Pharmacie du Faubourg;Pharmacie;420 Fbg Montmélian;73000.0;Chambéry;04 79 33 18 37;;;Du lundi au samedi de 8h30 à 12h00 et de 13h30 à 19h;45.566233,5.931373
102256.0;Pharmacie;27 mars 11h00;Oui;Pharmacie Praz;Pharmacie;2 avenue Pierre Lanfrey;73000.0;Chambéry;04 79 69 69 67;;;Du lundi au vendredi de 8h30 à 12h30 et de 13h30 à 18h30. Le samedi de 8h30 à 12h30 et de 14h00 à 18h00;45.569803,5.915558
101343.0;Tabac;2020-04-02 00:00:00;Oui;Vap'station;cigarettes électroniques;17 boulevard de la Colonne;73000.0;Chambéry;04 79 72 89 88;;;Du lundi au samedi de 10h00 à 18h00;45.567579,5.921448
101772.0;Tabac;27 mars 11h00;Oui;Le Narval;Tabac / Presse;130 place Saint-Léger;73000.0;Chambéry;04 79 85 71 40;;;Du lundi au samedi de 7h30 à 19h30;45.564894,5.920829
101965.0;Tabac;2020-04-03 00:00:00;Oui;Tabac du Château;Tabac / Presse;45 rue Jean-Pierre Veyrat;73000.0;Chambéry;04 79 84 33 63;;;Du lundi au samedi de 7h00 à 19h00;45.565728,5.917458
100480.0;Tabac;3-avr.;Oui;Tabac-presse du Faubourg;Tabac / Presse;568 faubourg Montmélian;73000.0;Chambéry;04 79 33 09 57;;;Du lundi au samedi de 7h00 à 19h00 et le dimanche de 8h00 à 12h00;45.566135,5.933266
102259.0;Tabac;2020-04-03 00:00:00;Oui;Tabac du Théâtre;Tabac / Presse;5 boulevard du Théâtre;73000.0;Chambéry;04 79 33 16 53;;;Du mardi au dimanche de 7h00 à 22h00. Le lundi de 11h00 à 22h00;45.566358,5.92288
100772.0;Tabac;27 mars 11h00;Oui;Tabac-presse des Halles;Tabac / Presse;6 place de Genève;73000.0;Chambéry;04 79 33 71 30;;;Du lundi au samedi de 8h00 à 18h00;45.56705,5.91918
101757.0;Tabac;27 mars 11h00;Oui;Tabac-presse des Portiques;Tabac / Presse;9 rue de Boigne;73000.0;Chambéry;04 79 85 37 73;;;Du lundi au vendredi de 7h00 à 19h00. Le samedi de 8h00 à 19h00;45.565739,5.921545
101168.0;Banque;1er avril;Oui;Banque populaire;Banque;286 rue Aristide Berges;73000.0;Chambéry;04 73 73 73 93;;;Uniquement sur RDV;45.58757,5.900277
100455.0;Garage;2020-04-16 00:00:00;oui;Car'go;Garage;38 rue des Marais;73000.0;Chambéry;04 79 68 66 68;;;Du lundi au samedi de 8h30 à 12h00 et de 14h00 à 17h30;45.612708,5.888374
100521.0;Garage;2020-04-16 00:00:00;oui;Chamnord Lavage;Lavage automatique;rue Eugène Ducretet;73000.0;Chambéry;04 79 69 42 36;;;Fonctionne en automatique;45.596543,5.896688
100008.0;Garage;2020-04-21 00:00:00;oui;Etablissements Cattin;Commerce et réparation de motocycles;188 avenue du Comte Vert;73000.0;Chambéry;04 19 62 22 55;;;Du mardi au vendredi de 9h00 à 12h00 et de 14h00 à 18h00 et le samedi de 9h00 à 12h00 et de 14h00 à 17h00;45.571024,5.913773
100712.0;Garage;2020-04-28 00:00:00;oui;Bellecombe Auto Contrôle;Garage;954 avenue des Landiers;73000.0;Chambéry;04 79 62 75 00_x000D_;;;Du lundi au vendredi de 9h00 à 12h00 et de 14h00 à 18h00 et le samedi de 9h00 à 12h00;45.592307,5.90255
101670.0;Garage;2020-04-28 00:00:00;oui;Mécanique Auto à domicile;Garage;795 avenue de la Motte Servolex;73000.0;Chambéry;;06 50 34 22 66;;Du lundi au vendredi de 9h00 à 19h30 et le samedi sur rendez-vous;45.5783,5.895403
